mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	61						
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	62				7		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	63				7		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	64				7		
7	7	18	18	0.0	0	0	Dynamic	3/4	1	1	0					pp					
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	65				8		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	66				8		
7	7	20	20	0.0	1/2	1/2	Spanner	3/4	1	1	0									1	
7	7	20	20	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	67					1	
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	68		articStaccatoAbove			1	
7	7	37/2	37/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	69						
7	7	39/2	39/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	70						
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	71						
7	7	18	18	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	72						
8	8	21	21	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	73				9	1	
8	8	23	23	0.0	1/2	1/2	Spanner	3/4	1	1	0										
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	74						
8	8	43/2	43/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	75						
8	8	45/2	45/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	76						
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	77						
8	8	21	21	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	78				10		
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	79				10		
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	80						
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0					pp					
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	81				11		
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	82				11		
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	83				11		
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	84				11		
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	85				11		
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	86				11		
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	87				11		
9	9	49/2	49/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	88						
9	9	51/2	51/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	89						
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	90						
9	9	24	24	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	91						
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	92		articAccentBelow		12		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	93						
10	10	27	27	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	94						
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	95		articStaccatoAbove				
10	10	28	28	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	96		articAccentAbove				
10	10	55/2	55/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	97						
10	10	57/2	57/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	98						
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	99						
10	10	27	27	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	100						
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	101		articAccentBelow		13		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	102						
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	103				14		
11	11	31	31	0.0	1/4	1/4	Spanner	3/4	1	1	0								14		2
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	104				14		2
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	105				14		2
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	106				14		2
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	107				14		2
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	108				14		2
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	109				14		2
11	11	61/2	61/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	110						
11	11	63/2	63/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	111						
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	112						
11	11	30	30	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	113						
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	114		articAccentBelow		15		
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	115						
12	12	33	33	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	116						2
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	117		articStaccatoAbove				2
12	12	34	34	0.0	1/4	1/4	Spanner	3/4	1	1	0										
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	118		articAccentAbove				
12	12	67/2	67/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	119						
12	12	69/2	69/2	0.0	3/8	3/8	Spanner	3/4	2	1	0										3
12	12	69/2	69/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	120						3
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	121						3
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	122						3
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	3	1/4		1/4	1	123		articAccentBelow		16		3
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	124						3
13	13	36	36	0.0	0	0	Dynamic	3/4	1	1	0					f					
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	125				17		
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	126				17		
13	13	38	38	0.0	1/2	1/2	Spanner	3/4	1	1	0								17	2	
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	127				17	2	
13	13	77/2	77/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	128				17	2	
13	13	309/8	309/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	129				17	2	
13	13	155/4	155/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	130				17	2	
13	13	311/8	311/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	131				17	2	
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0										
13	13	73/2	73/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	132						
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	133						
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	134						
13	13	36	36	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	135		articAccentBelow		18		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	136				18		
14	14	39	39	0.0	0	0	StaffText	3/4	1	1	0							dimin.	17		
14	14	39	39	0.0	0	0	Spanner	3/4	1	1	0								17		
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	137				17		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	138				17		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	139						
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	140						
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	141						
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	142						
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	143				18		
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	144				18		
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	145						
15	15	42	42	0.0	0	0	Spanner	3/4	1	1	0									3	
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	146				19	3	
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	147				19	3	
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	148					3	
15	15	85/2	85/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	149						
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	150						
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	151						
15	15	42	42	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	152				20		
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	153						
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0					pp					
16	16	45	45	0.0	0	0	Spanner	3/4	1	1	0										
16	16	45	45	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	154						
16	16	45	45	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	155						
16	16	45	45	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	156						
16	16	183/4	183/4	0.0	3/16	3/16	Spanner	3/4	1	1	0									4	
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	157					4	
16	16	46	46	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	158				21	4	
16	16	95/2	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	159				21	4	
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	160					4	
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	161						
16	16	91/2	91/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	162						
16	16	93/2	93/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	163						
17	17	48	48	0.0	0	0	Spanner	3/4	1	1	0										
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	164				22		
17	17	49	49	0.0	1/4	1/4	Spanner	3/4	1	1	0								22		4
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	165				22		4
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	166				22		4
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	167				22		4
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	168				22		4
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	169				22		4
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	170				22		4
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	171						
17	17	97/2	97/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	172						
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	173						
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	174						
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	175						
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	176						
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	177						4
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	178						4
18	18	52	52	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz					
18	18	52	52	0.0	1/4	1/4	Spanner	3/4	1	1	0										
18	18	52	52	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	179						
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	180						
18	18	103/2	103/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	181						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	182						
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	183						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	184						
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	185						
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	186				23		
19	19	55	55	0.0	1/4	1/4	Spanner	3/4	1	1	0								23		5
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	187				23		5
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	188				23		5
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	189				23		5
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	190				23		5
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	191				23		5
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	192				23		5
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	193						
19	19	109/2	109/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	194						
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	195						
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	196						
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	197						
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	198						
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					f					
20	20	57	57	0.0	0	0	Spanner	3/4	1	1	0										
20	20	57	57	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	199						
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	200						
20	20	58	58	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	201						
20	20	119/2	119/2	0.0	5/8	5/8	Spanner	3/4	1	1	0									5	
20	20	119/2	119/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	202				24	5	
20	20	477/8	477/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	203				24	5	
20	20	239/4	239/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	204				24	5	
20	20	479/8	479/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	205					5	
20	20	115/2	115/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	206						
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	207						
20	20	59	59	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	208						
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	209						
20	20	57	57	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	210						
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	211						
21	21	60	60	0.0	0	0	Spanner	3/4	1	1	0										
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	212				25		
21	21	61	61	0.0	1/4	1/4	Spanner	3/4	1	1	0								25		6
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	213				25		6
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	214				25		6
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	215				25		6
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	216				25		6
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	217				25		6
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	218						6
21	21	60	60	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	219						
21	21	121/2	121/2	1.0	1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	220						
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	221						
21	21	62	62	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	222						
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	223						
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	224						
22	22	63	63	0.0	0	0	StaffText	3/4	1	1	0							string. cresc.			
22	22	63	63	0.0	0	0	Spanner	3/4	1	1	0										
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	225				26		
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	226				26		
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	227				26		
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	228				26		
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	229				26		
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	230				26		
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	231				26		
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	232				26		
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	233						
22	22	63	63	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	234						
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	235						
22	22	64	64	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	236						
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	237						
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	238						
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	239						
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	240						
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	241						
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	242						
23	23	66	66	0.0	0	0	Spanner	3/4	1	1	0										7
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	243				27		7
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	244				27		7
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	245				27		7
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	246				27		7
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	247				27		7
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	248				27		7
23	23	68	68	0.0	1/2	1/2	Spanner	3/4	1	1	0								27		
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	249				27		
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	250				27		
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	251						
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	252		articMarcatoAbove				
