mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	281				51	
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16		1/16	1	282				51	
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16		1/16	1	283					
33	33	64	64	0.0	0	0	StaffText	2/4	1	1	0							in tempo		
33	33	64	64	0.0	0	0	Dynamic	2/4	1	1	0					pp				
33	33	64	64	0.0	0	0	Spanner	2/4	1	1	0									
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	284				52	
33	33	65	65	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	285				52	
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	286				52	
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	287					
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	288					
33	33	64	64	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	289				53	
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	290				53	
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	291					
33	33	65	65	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	292				54	
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	293				54	
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	294					
34	34	66	66	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	295					
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	296					
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	297					
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	298				55	
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	299				55	
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	300					
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301				56	
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	302				56	
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	303					
35	35	68	68	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	304				57	
35	35	69	69	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	305				57	
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	306				57	
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	307					
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	308					
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	309				58	
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	310				58	
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	311					
35	35	69	69	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	312				59	
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	313				59	
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	314					
36	36	70	70	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	315					
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	316					
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	317					
36	36	70	70	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	318				60	
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	319				60	
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	320					
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	321				61	
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	322				61	
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	323					
37	37	72	72	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	324				62	
37	37	73	73	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	325				62	
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	326				62	
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	327					
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	328					
37	37	72	72	0.0	0	0	StaffText	2/4	2	1	0							sempre più dimin. e ritard.		
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	329				63	
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	330				63	
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	331					
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	332				64	
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	333				64	
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	334					
38	38	74	74	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	335				62	
38	38	75	75	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	336				62	
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	337					
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	338					
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	339					
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	340				65	
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	341				65	
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	342					
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	343				66	
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	344				66	
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	345					
39	39	76	76	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	346				67	
39	39	77	77	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	347				67	
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	348				67	
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	349					
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	350					
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	351				68	
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	352				68	
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	353					
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	354				69	
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	355				69	
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	356					
40	40	78	78	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	357					
40	40	78	78	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	358					
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	359				70	
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	360				70	
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	361					
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	362				71	
40	40	159/2	159/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	363				71	
40	40	319/4	319/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	364					
41	41	80	80	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	365				72	
41	41	81	81	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	366				72	
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	367				72	
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	368					
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	369					
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	370				73	
41	41	161/2	161/2	0.0	1/8	1/8	Spanner	2/4	2	1	0								73	1
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	371				73	1
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	372					1
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	373				74	1
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	374				74	1
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	375					1
42	42	82	82	0.0	0	0	Chord	2/4	1	1	0	acciaccatura	1/8	1	376					
42	42	82	82	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	377					
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	378				75	1
42	42	165/2	165/2	0.0	1/8	1/8	Spanner	2/4	2	1	0								75	
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	379				75	
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	380					
42	42	83	83	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	381				76	
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	382				76	
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	383					
43	43	84	84	0.0	0	0	Spanner	2/4	1	1	0									2
43	43	84	84	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	384					2
43	43	84	84	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	385					2
43	43	84	84	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	386					2
43	43	84	84	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	387				77	
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	388				77	
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	389					
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	390				78	
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	391				78	
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	392					
44	44	86	86	0.0	0	0	Spanner	2/4	1	1	0									2
44	44	86	86	0.0	0	0	Spanner	2/4	1	1	0									2
44	44	86	86	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	393					2
44	44	86	86	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	394					2
44	44	86	86	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	395					2
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	396				79	
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	397				79	
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	398					
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	399				80	
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	400				80	
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	401					
45	45	88	88	0.0	0	0	Dynamic	2/4	1	1	0					ff				
45	45	88	88	0.0	0	0	StaffText	2/4	1	1	0							in tempo		
45	45	88	88	0.0	0	0	Spanner	2/4	1	1	0									
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	402					
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	403					
45	45	88	88	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	404					
45	45	89	89	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	405					
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406					
46	46	181/2	181/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	407		articAccentBelow			
46	46	90	90	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	408					
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	409					
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	410					
47	47	92	92	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	411					
47	47	93	93	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	412					
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	413					
48	48	189/2	189/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	414		articAccentBelow			
48	48	94	94	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	415					
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	416					
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	417					
49	49	96	96	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	418					
49	49	97	97	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	419					
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	420					
50	50	197/2	197/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	421		articAccentBelow			
50	50	98	98	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	422					
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	423					
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	424					
51	51	100	100	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	425					
51	51	101	101	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	426					
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	427					
52	52	205/2	205/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	428		articAccentBelow			
52	52	102	102	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	429					
53	53	104	104	0.0	0	0	StaffText	2/4	1	1	0							dimin.		
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	430					
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	431					
53	53	104	104	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	432					
53	53	105	105	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	433					
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	434					
54	54	213/2	213/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	435					
54	54	106	106	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	436					
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	437					
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	438					
55	55	108	108	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	439					
55	55	109	109	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	440					
55	55	439/4	439/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	441					
56	56	221/2	221/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	442					
56	56	110	110	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	443					
57	57	112	112	0.0	0	0	StaffText	2/4	1	1	0							dimin. e ritard.		
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	444					
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	445					
57	57	112	112	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	446					
57	57	113	113	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	447					
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	448					
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	449					
58	58	115	115	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	450					
58	58	114	114	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	451					
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	452					
59	59	117	117	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	453					
59	59	116	116	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	454					
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	455					
60	60	119	119	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	456					
60	60	118	118	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	457					
61	61	120	120	0.0	0	0	Dynamic	2/4	1	1	0					pp				
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	458					
61	61	121	121	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	459					
61	61	120	120	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	460					
