mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
26	25	145/2	145/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	258		articStaccatoAbove					
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	259		articStaccatoAbove					
26	25	74	74	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	260		articStaccatoAbove					
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	261		articStaccatoAbove					
26	25	145/2	145/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	262							
26	25	73	73	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	263							
26	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	264							
27	26	151/2	151/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	265		articStaccatoAbove					
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	266		articStaccatoAbove					
27	26	77	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	267		articStaccatoAbove					
27	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	268		articStaccatoAbove					
27	26	151/2	151/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	269							
27	26	76	76	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	270							
27	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	271							
28	27	157/2	157/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	272		articStaccatoAbove					
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	273		articStaccatoAbove					
28	27	80	80	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	274		articStaccatoAbove					
28	27	81	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	275		articStaccatoAbove					
28	27	157/2	157/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	276							
28	27	79	79	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	277							
28	27	161/2	161/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	278							
29	28	163/2	163/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	279		articStaccatoAbove					
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	280		articStaccatoAbove					
29	28	83	83	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	281		articStaccatoAbove					
29	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	282		articStaccatoAbove					
29	28	163/2	163/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	283							
29	28	82	82	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	284							
29	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	285							
30	29	169/2	169/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	286		articStaccatoAbove					
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	287		articStaccatoAbove					
30	29	86	86	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	288		articStaccatoAbove					
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	289		articStaccatoAbove					
30	29	169/2	169/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	290							
30	29	85	85	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	291							
30	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	292							
31	30	175/2	175/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	293		articStaccatoAbove					
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	294		articStaccatoAbove					
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	295		articStaccatoAbove					
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296		articStaccatoAbove					
31	30	175/2	175/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	297							
31	30	88	88	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	298							
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	299							
32	31	181/2	181/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	300		articStaccatoAbove					
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	301		articStaccatoAbove					
32	31	92	92	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	302		articStaccatoAbove					
32	31	93	93	0.0	5/8	5/8	Dynamic	6/8	1	1	0					p						
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	303							
32	31	181/2	181/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	304							
32	31	91	91	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	305							
32	31	185/2	185/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	306							
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	1	1	0					p						
33	32	187/2	187/2	0.0	0	0	Spanner	6/8	1	1	0											2
33	32	187/2	187/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	307				8			2
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	308				8			2
33	32	95	95	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	309				8			2
33	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	310				8			2
33	32	187/2	187/2	0.0	0	0	StaffText	6/8	2	1	0							legato sempre				
33	32	187/2	187/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	311		articStaccatoBelow					
33	32	94	94	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	312							
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	313							
33	32	95	95	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	314							
33	32	96	96	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	315							
33	32	94	94	1.0	1/8	1/8	Chord	6/8	2	2	1/4		1/4	1	316				9			
33	32	95	95	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	317				9			
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	318				9			
33	32	96	96	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	319				9			
34	33	193/2	193/2	0.0	0	0	Spanner	6/8	1	1	0								8			
34	33	193/2	193/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	320				8			
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	321				8			
34	33	98	98	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	322				8			
34	33	99	99	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	323				8			
34	33	193/2	193/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	324							
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	325							
34	33	98	98	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	326							
34	33	99	99	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	327							
34	33	193/2	193/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	328				9			
34	33	97	97	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	329				9			
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	330				9			
34	33	98	98	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	331				9			
34	33	197/2	197/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	332				9			
34	33	99	99	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	333				9			
35	34	199/2	199/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	334				8			
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	335				8			
35	34	101	101	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	336				8			
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	337				8			
35	34	199/2	199/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	338							
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	339							
35	34	101	101	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	340							
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	341							
35	34	199/2	199/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	342				9			
35	34	100	100	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	343				9			
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	344				9			
35	34	101	101	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	345				9			
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	346				9			
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	347				9			
36	35	205/2	205/2	0.0	0	0	Spanner	6/8	1	1	0								8		0	
36	35	205/2	205/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	348				8		0	
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	349				8		0	
36	35	104	104	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	350				8		0	
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	351				8		0	
36	35	205/2	205/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	352							
36	35	205/2	205/2	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	353				9			
36	35	103	103	0.5	1/8	1/8	Chord	6/8	2	2	1/8		1/8	1	354				9			
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8		1/8	1	355				9			
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	356				9			
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	357				9			
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	358							
37	36	211/2	211/2	0.0	0	0	Spanner	6/8	1	1	0											
37	36	211/2	211/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	359							
37	36	106	106	0.0	1/8	1/8	Dynamic	6/8	1	1	0					pp						
37	36	106	106	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	360				10			
37	36	425/4	425/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	361				10			
37	36	213/2	213/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	362				10			
37	36	427/4	427/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	363				10			
37	36	107	107	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	364				10			
37	36	429/4	429/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	365				10			
37	36	215/2	215/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	366				10			
37	36	431/4	431/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	367				10			
37	36	108	108	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	368				10			
37	36	433/4	433/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	369				10			
37	36	211/2	211/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	370							
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	371							
37	36	107	107	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	372							
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	373							
38	37	217/2	217/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	374				10			
38	37	435/4	435/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	375				10			
38	37	109	109	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	376				10			
38	37	437/4	437/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	377				10			
38	37	219/2	219/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	378				10			
38	37	439/4	439/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	379				10			
38	37	110	110	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	380				10			
38	37	441/4	441/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	381				10			
38	37	221/2	221/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	382				10			
38	37	443/4	443/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	383				10			
38	37	111	111	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	384				10			
38	37	445/4	445/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	385							
38	37	217/2	217/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	386							
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	387		articAccentAbove					
38	37	110	110	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	388							
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	389							
39	38	223/2	223/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	390				11			
39	38	447/4	447/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	391				11			
39	38	112	112	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	392				11			
39	38	449/4	449/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	393				11			
39	38	225/2	225/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	394				11			
39	38	451/4	451/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	395				11			
39	38	113	113	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	396				11			
39	38	453/4	453/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	397				11			
39	38	227/2	227/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	398				11			
39	38	455/4	455/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	399				11			
39	38	114	114	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	400				11			
39	38	457/4	457/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	401							
39	38	223/2	223/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	402							
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	403		articAccentAbove					
39	38	113	113	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	404							
39	38	114	114	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	405							
40	39	229/2	229/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	406				12			
40	39	459/4	459/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	407				12			
40	39	115	115	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	408				12			
40	39	461/4	461/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	409				12			
40	39	231/2	231/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	410				12			
40	39	463/4	463/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	411				12			
40	39	116	116	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	412				12			
40	39	465/4	465/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	413				12			
40	39	233/2	233/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	414				12			
40	39	467/4	467/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	415				12			
40	39	117	117	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	416				12			
40	39	469/4	469/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	417							
40	39	229/2	229/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	418							
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	419		articAccentAbove					
40	39	116	116	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	420							
40	39	117	117	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	421							
41	40	235/2	235/2	0.0	0	0	StaffText	6/8	1	1	0							cresc.				
41	40	235/2	235/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	422				13			
41	40	471/4	471/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	423				13			
41	40	118	118	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	424				13			
41	40	473/4	473/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	425				13			
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	426				13			
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	427				13			
41	40	119	119	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	428				13			
41	40	477/4	477/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	429				13			
41	40	239/2	239/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	430				13			
41	40	479/4	479/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	431				13			
41	40	120	120	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	432				13			
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	433							
41	40	235/2	235/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	434							
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	435		articAccentAbove					
41	40	119	119	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	436							
41	40	120	120	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	437							
42	41	241/2	241/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	438				14			
42	41	483/4	483/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	439				14			
42	41	121	121	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	440				14			
42	41	485/4	485/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	441				14			
42	41	243/2	243/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	442				14			
42	41	487/4	487/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	443				14			
42	41	122	122	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	444				14			
42	41	489/4	489/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	445				14			
42	41	245/2	245/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	446				14			
42	41	491/4	491/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	447				14			
42	41	123	123	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	448				14			
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	449							
42	41	241/2	241/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	450							
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	451		articAccentAbove					
42	41	122	122	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	452							
42	41	123	123	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	453							
43	42	247/2	247/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	454				15			
43	42	495/4	495/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	455				15			
43	42	124	124	0.0	1/8	1/8	StaffText	6/8	1	1	0							dimin.	15			
43	42	124	124	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	456				15			
43	42	497/4	497/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	457				15			
43	42	249/2	249/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	458				15			
43	42	499/4	499/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	459				15			
43	42	125	125	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	460				15			
43	42	501/4	501/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	461				15			
43	42	251/2	251/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	462				15			
43	42	503/4	503/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	463				15			
43	42	126	126	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	464				15			
43	42	505/4	505/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	465				15			
43	42	247/2	247/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	466							
43	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	467							
43	42	125	125	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	468							
43	42	126	126	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	469							
44	43	253/2	253/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	470				15			
44	43	507/4	507/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	471				15			
44	43	127	127	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	472				15			
44	43	509/4	509/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	473				15			
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	474				15			
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	475				15			
44	43	128	128	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	476				15			
44	43	513/4	513/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	477				15			
44	43	257/2	257/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	478				15			
44	43	515/4	515/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	479				15			
44	43	129	129	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	480				15			
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	481							
44	43	253/2	253/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	482							
44	43	255/2	255/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	483							
44	43	128	128	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	484							
44	43	129	129	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	485							
45	44	259/2	259/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	486				16			
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	487				16			
45	44	130	130	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	488				16			
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	489				16			
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	490				16			
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	491				16			
45	44	131	131	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	492				16			
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	493				16			
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	494				16			
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	495				16			
45	44	132	132	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	496				16			
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	497				16			
45	44	259/2	259/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	498							
46	45	265/2	265/2	0.0	0	0	Dynamic	6/8	1	1	0					pp			16			
46	45	265/2	265/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	499				16			
46	45	531/4	531/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	500				16			
46	45	133	133	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	501				16			
46	45	533/4	533/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	502				16			
46	45	267/2	267/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	503				16			
46	45	535/4	535/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	504				16			
46	45	134	134	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	505				16			
46	45	537/4	537/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	506				16			
46	45	269/2	269/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	507				16			
46	45	539/4	539/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	508				16			
46	45	135	135	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	509				16			
46	45	541/4	541/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	510				16			
47	46	271/2	271/2	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	511				16			
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	512				16			
47	46	136	136	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	513				16			
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	514				16			
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	515				16			
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	516				16			
47	46	137	137	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	517				16			
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	518				16			
47	46	275/2	275/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	519				16			
47	46	551/4	551/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	520				16			
47	46	138	138	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	521				16			
47	46	553/4	553/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	522							
48	47	277/2	277/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	523		articStaccatoAbove					
48	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	524		articStaccatoAbove					
48	47	140	140	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	525		articStaccatoAbove					
48	47	141	141	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	526		articStaccatoAbove					
48	47	277/2	277/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	527				17			
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	528				17			
48	47	139	139	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	529				17			
