mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
12	12	97/2	97/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	233							
12	12	99/2	99/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	234							
12	12	50	50	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	235					18		
12	12	51	51	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	236					18		
13	13	103/2	103/2	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	237					17		
13	13	52	52	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	238					17		
13	13	105/2	105/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	239					17		
13	13	53	53	0.0	3/8	3/8	Spanner	4/4	1	1	0								17		3
13	13	53	53	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	240					17		3
13	13	107/2	107/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	241					17		3
13	13	54	54	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	242					17		3
13	13	109/2	109/2	0.0	3/4	3/4	Spanner	4/4	1	1	0								17		
13	13	109/2	109/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	243					17		
13	13	55	55	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	244					17		
13	13	103/2	103/2	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	245							
13	13	103/2	103/2	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	246					18		
13	13	52	52	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	247					18		
13	13	53	53	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	248					18		
13	13	107/2	107/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	249					18		
13	13	109/2	109/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	250					18		
13	13	52	52	1.0	1/8	1/8	Chord	4/4	2	2	1/4	1/4	1	251							
13	13	53	53	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	252							
13	13	213/4	213/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	253							
13	13	107/2	107/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	254							
13	13	109/2	109/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	255							
14	14	111/2	111/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256					17		
14	14	113/2	113/2	0.0	1/4	1/4	StaffText	4/4	1	1	0						dimin.				
14	14	113/2	113/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	257							
14	14	115/2	115/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	258					19		
14	14	58	58	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	259					19		
14	14	117/2	117/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	260					19		
14	14	59	59	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	261					19		
14	14	111/2	111/2	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	262					18		
14	14	115/2	115/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	263					18		
14	14	117/2	117/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	264					18		
